generation,amount_creatures,average_energy,average_speed,average_sense,reproduced,survived,died
342,37,1.9233707270939913,1.0289321735209442,1.0843369471866424,14,14,9
343,48,1.7376268287179661,1.029449403875662,1.0854046759294713,14,16,18
344,47,1.648617695309492,1.0325197097061076,1.088126346685695,19,15,13
345,54,1.5554968611509978,1.0335100992228072,1.0892022285232752,17,17,20
346,52,1.6128354931067326,1.036044056896325,1.0900762028949131,16,22,14
347,56,1.6417463527169363,1.0357087938903489,1.0876755415562163,17,18,21
348,53,1.5771460221221816,1.0347136113080615,1.0891284344812036,19,19,15
349,57,1.5498407166983015,1.0349378989127045,1.0919393409772866,19,20,18
350,59,1.495613097374789,1.0366239148226168,1.0956211283525787,18,18,23
351,54,1.4684129256167842,1.0374700338511185,1.0966688554382384,19,17,18
352,57,1.7097143200892782,1.0381790135433269,1.0989799555642514,21,16,20
353,58,1.5586754082523855,1.0365094416628522,1.099848762014535,16,17,25
354,53,1.5851351633798179,1.0357538144984222,1.0996358078754738,15,25,13
355,56,1.5932308755255085,1.0372833710357214,1.1030514603507529,16,17,23
356,52,1.451529686796101,1.0388874031944337,1.1014321058933598,9,18,25
357,38,1.7501053955943244,1.0397739560951613,1.1050477181722786,13,8,17
358,35,1.7673233713594294,1.0441404819285256,1.1117073350561835,14,5,16
359,36,1.9748461331283091,1.0471750790466785,1.1162214775151194,14,14,8
360,48,1.7512914949587366,1.0462309273681278,1.114094411280474,14,20,14
361,53,1.7183216236707297,1.0466936849429676,1.1120112786543543,19,13,21
362,53,1.5290003752221588,1.0490036161582752,1.1154200665712655,18,20,15
363,56,1.4450040856431754,1.0459239952416932,1.112678955395665,19,18,19
364,57,1.4560043569480778,1.0448008015482533,1.1112795629520344,16,20,21
365,54,1.6441367503532536,1.0462583450194378,1.1116640260074144,18,16,20
366,54,1.638293667923506,1.046462641050654,1.1136940711673222,17,17,20
367,52,1.6594072899653598,1.048572781600656,1.112618679364101,18,17,17
368,54,1.6289470288321413,1.0471207527832274,1.110520973135549,18,14,22
369,52,1.584411443875013,1.0493321851280641,1.1129554542590514,18,16,18
370,54,1.704056480781407,1.0476336121538439,1.112116182254483,13,21,20
371,51,1.7188581738847992,1.0465995805060366,1.1125989049713578,16,22,13
372,55,1.6510182735144898,1.046527677659963,1.114178985801226,17,20,18
373,55,1.5507625189291296,1.0490574431043904,1.1162364957208304,16,20,19
374,53,1.7745278120392927,1.049774113905089,1.117606769906403,18,15,20
375,53,1.6822183124439651,1.0501984711945775,1.1169211421682317,17,20,16
376,55,1.6582780047950718,1.0511351420322932,1.1161172371185648,15,16,24
377,51,1.6501797885524845,1.0500072735226538,1.1134819212771945,14,19,18
